Tsp,Tsr,Pts (MW),Pnt (MW),Time,Tn,Tp,Q (m3/h),E (MWh),temp,dew,humidity,snowdepth,windspeed
-8,99,1.74,1.842,1/11/2017 7:00,39.15,36.24,7.5,684300.9,-12,-13.9,85.59,20.83,3.6
-8,99,1.741,1.735,1/11/2017 8:00,39.15,36.24,7.5,684300.9,-11,-14,78.51,21,1.8
-6,96,1.232,1.742,1/11/2017 9:00,39.15,36.24,2.56,684300.9,-10,-13,78.68,20.92,1.8
-6,96,1.474,1.399,1/11/2017 10:00,39.15,36.24,2.56,684300.9,-10.1,-13,79.36,20.83,3.6
-6,96,1.27,1.661,1/11/2017 11:00,39.15,36.24,2.56,684300.9,-8,-13,67.28,20.75,1.8
-4,92,1.155,1.631,1/11/2017 12:00,39.15,36.24,2.56,684300.9,-8,-13,67.28,20.67,3.6
-6,96,1.181,2.014,1/11/2017 13:00,39.15,36.24,2.56,684300.9,-3.4,-11.1,55.22,20.58,1.9
-4,91,1.389,1.576,1/11/2017 14:00,39.13,36.24,7.55,684300.9,-7,-13,62.28,20.5,3.6
-4,91,1.426,1.512,1/11/2017 15:00,39.13,36.24,7.55,684300.9,-7,-13,62.28,20.42,3.6
-7,97,1.735,1.659,1/11/2017 16:00,39.13,36.24,7.55,684300.9,-9,-13.9,67.72,20.33,1.8
-9,98,1.633,1.946,1/11/2017 17:00,39.13,36.24,7.55,684300.9,-12,-15,78.35,20.25,5.4
-9,98,1.549,1.784,1/11/2017 18:00,39.13,36.24,7.55,684300.9,-12,-15,78.35,20.17,1.8
-10,99,1.762,1.786,1/11/2017 19:00,39.13,36.24,7.55,684300.9,-13.9,-15.9,85.48,20.08,1.8
-11,100,0.058,2.228,1/11/2017 20:00,38.9,36.24,7.55,684300.9,-14,-16,84.81,20,0
-11,99,1.027,1.898,1/11/2017 21:00,38.88,36.24,7.55,684300.9,-15,-17,84.68,19.92,3.6
-13,102,0.563,2.02,1/11/2017 22:00,38.82,36.24,7.55,684300.9,-15,-16.9,85.45,19.83,1.9
-11,99,0.727,2.122,1/11/2017 23:00,38.82,36.24,7.55,684300.9,-16,-18,84.56,19.75,1.8
-13,102,0.696,1.669,1/12/2017 0:00,38.82,36.24,7.55,684300.9,-15,-18,77.84,19.67,7.6
-13,102,1.157,0,1/12/2017 1:00,38.82,36.24,7.55,684300.9,-16,-17.9,85.33,19.58,5.3
-14,103,0.615,0,1/12/2017 2:00,38.82,36.24,7.55,684300.9,-18,-20,84.3,19.5,5.4
-14,103,2.111,1.843,1/12/2017 3:00,38.82,36.24,7.55,684300.9,-16,-19,77.67,19.42,3.6
-15,105,1.657,1.63,1/12/2017 4:00,39.05,36.24,7.55,684300.9,-17.1,-18.9,85.46,19.33,5.3
-13,102,1.79,1.747,1/12/2017 5:00,39.05,36.24,7.55,684300.9,-16,-18,84.55,19.25,5.4
-14,103,1.722,2.19,1/12/2017 6:00,39.05,36.24,7.55,684300.9,-17,-20,77.49,19.17,7.6
-13,102,1.592,2.005,1/12/2017 7:00,39.1,36.24,7.55,684300.9,-16,-17.9,85.33,19.08,8.9
-11,99,1.631,1.968,1/12/2017 8:00,39.1,36.24,7.55,684300.9,-14,-17,78.01,19,5.4
-9,100,1.285,1.824,1/12/2017 9:00,39.1,36.24,7.55,684300.9,-12,-15,78.35,18.83,7.6
-6,96,1.264,1.739,1/12/2017 10:00,39.1,36.24,7.55,684300.9,-10.1,-13.9,73.39,18.67,5.3
-5,94,1.429,1.801,1/12/2017 11:00,39.1,36.24,7.55,684300.9,-8,-13,67.28,18.5,5.4
-4,92,1.253,1.817,1/12/2017 12:00,39.1,36.24,7.55,684300.9,-8,-13,67.28,18.33,5.4
-4,92,1.133,1.748,1/12/2017 13:00,39.1,36.24,7.55,684300.9,-6.1,-11.9,63.17,18.17,5.4
-3,91,1.415,1.339,1/12/2017 14:00,39.1,36.24,7.55,684300.9,-5,-11,62.78,18,7.6
-1,88,1.354,1.33,1/12/2017 15:00,39.1,36.24,7.55,684300.9,-4,-10,63.03,17.83,5.4
-2,89,1.689,1.678,1/12/2017 16:00,39.1,36.24,7.55,684300.9,-4,-9.9,63.5,17.67,5.4
-4,94,1.271,1.583,1/12/2017 17:00,39.1,36.24,7.55,684300.9,-5,-9,73.52,17.5,5.4
-5,96,0.533,1.234,1/12/2017 18:00,39,36.24,7.55,684300.9,-8,-10,85.52,17.33,5.4
-5,96,0.983,1.55,1/12/2017 19:00,39,36.24,7.55,684300.9,-6.1,-9.9,74.25,17.17,10.6
-6,97,1.056,1.492,1/12/2017 20:00,39,36.24,7.55,684300.9,-7,-10,79.16,17,7.6
-7,99,0.977,1.561,1/12/2017 21:00,39,36.24,7.55,684300.9,-8,-10,85.52,16.83,5.4
-8,99,0.535,0.831,1/12/2017 22:00,38.9,36.24,7.55,684300.9,-8.1,-10,86.38,16.67,5.4
-8,97,1.153,1.249,1/12/2017 23:00,38.9,36.24,7.55,684300.9,-10,-12,85.28,16.5,1.8
-8,97,1.097,1.369,1/13/2017 0:00,38.9,36.24,7.55,684300.9,-9,-12,78.84,16.33,5.4
-8,97,1.132,1.298,1/13/2017 1:00,38.9,36.24,7.55,684300.9,-9.1,-11.9,79.97,16.17,3.6
-8,97,0.96,1.143,1/13/2017 2:00,38.9,36.24,7.55,684300.9,-9,-11,85.4,16,9.4
-8,97,0.899,1.13,1/13/2017 3:00,38.9,36.24,7.55,684300.9,-8,-11,79,15.83,9.4
-8,97,0.952,1.078,1/13/2017 4:00,38.9,36.24,7.55,684300.9,-4.4,-8.2,75.01,15.67,11.2
-8,97,1.15,1.16,1/13/2017 5:00,38.9,36.24,7.55,684300.9,-7,-10,79.16,15.5,5.4
-5,92,0.939,1.189,1/13/2017 6:00,38.9,36.24,7.55,684300.9,-5,-9,73.52,15.33,9.4
-4,96,1.233,1.796,1/13/2017 7:00,39.05,36.24,2.56,684300.9,-4.2,-8,74.87,15.17,9.4
-2,94,0.932,1.514,1/13/2017 8:00,39.05,36.24,2.56,684300.9,-2,-6,74.08,15,5.4
0,91,1.172,1.486,1/13/2017 9:00,39.05,36.24,2.56,684300.9,-1,-6,68.84,14.88,7.6
1,90,0.748,1.393,1/13/2017 10:00,39.05,36.24,2.56,684300.9,1.8,-4.9,60.91,14.75,12.3
2,89,1.314,1.293,1/13/2017 11:00,39.05,36.24,2.56,684300.9,2,-5,59.8,14.63,9.4
4,87,0.957,1.35,1/13/2017 12:00,39.05,36.24,2.56,684300.9,3,-3,64.7,14.5,13
6,84,0.654,1.25,1/13/2017 13:00,39.1,36.24,0,684300.9,5,-3,56.44,14.38,12.8
0,0,0,0,1/13/2017 14:00,0,0,0,0,4,-3,60.3,14.25,7.6
5,89,1.754,2.347,1/13/2017 15:00,39.26,36.24,0,684300.9,4.1,-3,60.07,14.13,12.3
3,91,1.549,2.047,1/13/2017 16:00,39.3,36.24,0,684300.9,4,-4,56.14,14,15.6
3,91,1.465,1.946,1/13/2017 17:00,39.3,36.28,0,684300.9,3,-3,64.7,13.88,13
3,91,0.952,1.722,1/13/2017 18:00,39.3,36.28,0,684300.9,4,-3,60.3,13.75,11.2
6,88,0.199,2.169,1/13/2017 19:00,39.3,36.28,0,684300.9,5.1,-2.1,59.79,13.63,16.1
5,79,0,1.767,1/13/2017 20:00,39.3,36.28,0,684300.9,4,-2,64.94,13.5,13
3,82,0,1.623,1/13/2017 21:00,39.3,36.28,0,684300.9,4,-2,64.94,13.38,9.4
6,77,0,0.924,1/13/2017 22:00,39.3,36.28,0,684300.9,3.3,-1.9,68.57,13.25,9.5
4,80,0,0,1/13/2017 23:00,39.3,36.28,0,684300.9,4,-2,64.94,13.13,11.2
4,80,0,0,1/14/2017 0:00,39.3,36.28,0,684300.9,5,-2,60.55,13,5.4
4,80,0,0,1/14/2017 1:00,39.3,36.28,0,684300.9,3.9,-1,70.26,12.88,5.4
4,80,0,0,1/14/2017 2:00,39.3,36.28,0,684300.9,5,-1,65.16,12.75,5.4
4,80,0,0,1/14/2017 3:00,39.3,36.28,0,684300.9,5,0,70.09,12.63,5.4
5,79,0,0,1/14/2017 4:00,39.3,36.28,0,684300.9,5,1,75.66,12.5,17.5
3,82,0,0,1/14/2017 5:00,39.3,36.28,0,684300.9,2,1,93.08,12.38,27.7
1,85,0,2.237,1/14/2017 6:00,38.8,36.24,0,684300.9,1,0,93.03,12.25,29.5
1,85,0,1.216,1/14/2017 7:00,38.8,36.24,0,684300.9,1,-1,86.54,12.13,17.3
2,83,0,1.116,1/14/2017 8:00,38.8,36.24,0,684300.9,2,-1,80.51,12,22.3
2,83,0,1.247,1/14/2017 9:00,38.8,36.24,0,684300.9,1,0,93.03,11.96,22.3
3,82,0,1.455,1/14/2017 10:00,38.8,36.24,0,684300.9,1.9,-1,80.68,11.92,19.3
4,80,0,1.505,1/14/2017 11:00,38.8,36.24,0,684300.9,2,-1,80.51,11.88,20.5
5,85,0,1.487,1/14/2017 12:00,38.8,36.24,0,684300.9,2,-1,80.51,11.83,13
5,85,0,1.545,1/14/2017 13:00,38.8,36.24,0,684300.9,3,-1,74.93,11.79,7.3
5,85,0,1.371,1/14/2017 14:00,38.8,36.24,7.5,684300.9,3,-1,74.99,11.75,5.4
4,87,0,1.549,1/14/2017 15:00,38.8,36.24,7.5,684300.9,3,-1,74.99,11.71,1.8
3,88,0,1.167,1/14/2017 16:00,38.8,36.24,7.5,684300.9,2,-2,74.95,11.67,10.6
2,89,0,1.408,1/14/2017 17:00,38.8,36.24,7.5,684300.9,1,-2,80.37,11.63,5.4
2,89,0,1.335,1/14/2017 18:00,38.8,36.24,7.5,684300.9,1,-2,80.37,11.58,9.4
2,89,0,1.572,1/14/2017 19:00,38.8,36.24,7.5,684300.9,1,-2,80.39,11.54,10.6
0,91,0,1.574,1/14/2017 20:00,38.8,36.24,7.5,684300.9,0,-2,86.39,11.5,1.8
0,91,0,1.644,1/14/2017 21:00,38.8,36.24,7.5,684300.9,-1,-2,92.92,11.46,3.6
0,91,0,1.567,1/14/2017 22:00,38.8,36.24,7.5,684300.9,-1.1,-3,86.85,11.42,5.3
-1,93,0,0,1/14/2017 23:00,38.8,36.24,7.5,684300.9,-3,-4,92.8,11.38,3.6
-2,94,0,0,1/15/2017 0:00,38.8,36.24,7.5,684300.9,-5,-6,92.69,11.33,3.6
-2,94,0,0,1/15/2017 1:00,38.8,36.24,7.5,684300.9,-4,-4,99.73,11.29,3.6
-2,94,0,0,1/15/2017 2:00,38.8,36.24,7.5,684300.9,-4,-4,100,11.25,3.6
-2,94,0,0,1/15/2017 3:00,38.8,36.24,7.5,684300.9,-3,-4,92.8,11.21,1.8
-2,94,0,0,1/15/2017 4:00,38.8,36.24,2.73,684300.9,-2.1,-3.1,93.21,11.17,5.4
-1,93,0,0,1/15/2017 5:00,38.8,36.24,2.73,684300.9,-3,-3,100,11.13,3.6
0,91,0.515,3.518,1/15/2017 6:00,38.8,36.24,2.73,684300.9,-2,-3,92.86,11.08,1.8
-1,93,0,1.544,1/15/2017 7:00,38.8,36.24,2.73,684300.9,-2.1,-3.1,92.96,11.04,1.9
0,91,0,1.686,1/15/2017 8:00,38.8,36.24,2.73,684300.9,-2,-3,92.86,11,5.4
0,91,0,1.636,1/15/2017 9:00,38.8,36.24,2.73,684300.9,-2,-3,92.86,11,5.4
0,91,0,1.476,1/15/2017 10:00,38.8,36.24,2.73,684300.9,-2,-2.1,99.41,11,5.4
1,90,1.44,1.484,1/15/2017 11:00,38.8,36.24,2.73,684300.9,-1,-2,92.92,11,3.6
2,89,0,1.108,1/15/2017 12:00,38.8,36.24,2.73,684300.9,0,-2,86.39,11,3.6
2,89,0,0.964,1/15/2017 13:00,38.8,36.24,2.73,684300.9,0.9,-3,74.79,11,1.9
3,88,0,0.903,1/15/2017 14:00,38.8,36.24,7.55,684300.9,3,-2,69.68,11,0
2,89,0,1.209,1/15/2017 15:00,38.8,36.24,2.56,684300.9,2,-3,69.47,11,3.6
0,91,0,1.418,1/15/2017 16:00,38.8,36.24,2.56,684300.9,0.9,-3,74.79,11,5.3
0,89,2.139,1.475,1/15/2017 17:00,39.1,36.24,2.56,684300.9,-2,-4,86.18,11,5.4
-1,90,1.871,1.209,1/15/2017 18:00,39.1,36.24,7.55,684300.9,-2,-4,86.18,11,1.8
-2,96,1.835,1.445,1/15/2017 19:00,39.25,36.24,7.55,684300.9,-3.1,-5,86.55,11,3.6
-2,94,1.601,1.328,1/15/2017 20:00,39.25,36.24,7.55,684300.9,-4,-6,85.96,11,5.4
-3,95,1.62,1.587,1/15/2017 21:00,39.25,36.24,7.55,684300.9,-4,-6,85.96,11,9.4
-3,95,0,0,1/15/2017 22:00,39.25,36.24,7.55,684300.9,-5,-6,92.79,11,7.3
-4,96,0,0,1/15/2017 23:00,39.25,36.24,7.55,684300.9,-5,-7,85.85,11,5.4
-5,97,0,0,1/16/2017 0:00,39.25,36.24,7.55,684300.9,-6,-8,85.74,11,5.4
-6,99,0,0,1/16/2017 1:00,39.25,36.24,7.55,684300.9,-7,-8,92.82,11,5.4
-6,99,0,0,1/16/2017 2:00,39.25,36.24,7.55,684300.9,-8,-9,92.51,11,1.8
-6,99,0,0,1/16/2017 3:00,39.25,36.24,7.55,684300.9,-9,-10,92.44,11,3.6
-5,94,0,0.067,1/16/2017 4:00,39.25,36.24,5.12,684300.9,-6.1,-7.1,92.98,11,3.6
-5,98,1.427,0,1/16/2017 5:00,39.15,36.24,7.55,684300.9,-7,-9,85.63,11,1.8
-5,97,1.727,2.336,1/16/2017 6:00,39.2,36.24,7.55,684300.9,-7,-8,92.57,11,1.8
-5,97,1.654,1.931,1/16/2017 7:00,39.2,36.24,7.55,684300.9,-8,-9.9,86.26,11,3.6
-5,99,1.862,1.749,1/16/2017 8:00,39.2,36.24,7.55,684300.9,-8,-9,92.51,11,3.6
-3,95,1.544,1.494,1/16/2017 9:00,39.2,36.24,7.55,684300.9,-6,-7,92.63,11,1.8
-3,95,1.591,1.535,1/16/2017 10:00,39.2,36.24,7.55,684300.9,-5,-6,92.69,11,0.3
-2,94,1.376,1.307,1/16/2017 11:00,39.2,36.24,7.55,684300.9,-4,-5,92.75,11,1.8
-1,93,1.28,1.166,1/16/2017 12:00,39.2,36.24,7.55,684300.9,-4,-5,92.75,11,1.8
0,91,1.236,1.283,1/16/2017 13:00,39.15,36.24,7.55,684300.9,-2.1,-4.1,85.94,11,5.5
0,91,1.078,1.314,1/16/2017 14:00,39.15,36.24,7.55,684300.9,-2,-4,86.18,11,3.6
1,90,1.492,1.185,1/16/2017 15:00,39.15,36.24,7.55,684300.9,0,-4,74.45,11,5.4
1,90,1.249,1.448,1/16/2017 16:00,39.15,36.24,7.55,684300.9,0.9,-4.9,64.94,11,10.9
0,91,1.364,1.491,1/16/2017 17:00,39.15,36.24,7.55,684300.9,0,-4,74.45,11,9.4
0,91,1.081,1.332,1/16/2017 18:00,39.15,36.24,7.55,684300.9,0,-4,74.45,11,13
0,91,1.156,1.289,1/16/2017 19:00,39.15,36.24,7.55,684300.9,0,-4.9,69.52,11,17.8
1,90,1.295,1.285,1/16/2017 20:00,39.15,36.24,7.55,684300.9,0,-5,69.05,11,18.4
0,91,1.037,1.356,1/16/2017 21:00,39.15,36.24,7.55,684300.9,0,-4,74.45,11,13
1,90,0.388,0,1/16/2017 22:00,39.15,36.24,7.55,684300.9,0,-5,69.45,11,17.8
1,90,0,0,1/16/2017 23:00,39.15,36.24,7.55,684300.9,0,-5,69.05,11,14.8
1,90,0,0,1/17/2017 0:00,39.15,36.24,7.55,684300.9,0,-5,69.05,11,11.2
0,91,0,0,1/17/2017 1:00,39.15,36.24,7.55,684300.9,-0.1,-4,74.86,11,4.4
0,91,0,0.034,1/17/2017 2:00,39.15,36.24,7.55,684300.9,0,-4,74.45,11,5.4
0,91,0,0.021,1/17/2017 3:00,39.15,36.24,7.55,684300.9,0,-5,69.05,11,24.1
0,91,0,0,1/17/2017 4:00,39.15,36.24,7.55,684300.9,-0.1,-5.9,64.79,11,18.1
0,91,0,0.021,1/17/2017 5:00,39.15,36.24,7.55,684300.9,0,-5,69.05,11,22.3
0,91,1.721,0.94,1/17/2017 6:00,39.15,36.24,7.55,684300.9,0,-5,69.05,11,18.4
0,91,1.682,1.869,1/17/2017 7:00,39.15,36.24,7.55,684300.9,-1.1,-4,80.6,11,14.5
0,91,1.51,1.408,1/17/2017 8:00,39.15,36.24,7.55,684300.9,0,-5,69.05,11,22.3
1,90,1.256,1.291,1/17/2017 9:00,39.15,36.24,7.55,684300.9,0,-5,69.05,11,16.6
2,89,0.916,1.276,1/17/2017 10:00,39.15,36.24,7.55,684300.9,-0.1,-5,69.52,11,26.7
3,88,1.001,1.363,1/17/2017 11:00,39.15,36.24,7.55,684300.9,0,-5,69.05,11,24.1
2,89,1.016,1.434,1/17/2017 12:00,39.15,36.24,7.55,684300.9,0,-5,69.05,11,20.5
3,88,0.837,1.129,1/17/2017 13:00,39.15,36.24,7.55,684300.9,1,-5,64.25,11,19.5
3,85,0.87,0.992,1/17/2017 14:00,39.15,36.24,7.55,684300.9,1,-5,64.24,11,9.4
2,86,0.663,1.169,1/17/2017 15:00,39.2,36.24,7.55,684300.9,1,-5,64.24,11,13
1,88,1.08,1.354,1/17/2017 16:00,39.2,36.24,7.55,684300.9,0,-5,69.02,11,14.5
0,89,0.946,1.25,1/17/2017 17:00,39.2,36.24,7.55,684300.9,0,-6,64,11,16.6
0,89,0.787,1.689,1/17/2017 18:00,39.2,36.24,7.55,684300.9,0,-6,64,11,22.3
0,89,1.733,1.546,1/17/2017 19:00,39.1,36.24,7.55,684300.9,-0.1,-6,64.63,11,21.5
0,89,0,1.503,1/17/2017 20:00,39,36.24,3.99,684300.9,0,-6,64,11,22.3
0,89,0,1.539,1/17/2017 21:00,39,36.24,3.99,684300.9,-1,-6,68.84,11,20.5
0,89,0,1.314,1/17/2017 22:00,39,36.24,3.99,684300.9,-1,-6,69.11,11,25.1
0,89,0,0,1/17/2017 23:00,39,36.24,3.99,684300.9,-1,-7,63.76,11,18.4
0,89,0,0,1/18/2017 0:00,39,36.24,3.99,684300.9,-1,-6,68.84,11,25.9
0,89,0,0,1/18/2017 1:00,39,36.24,3.99,684300.9,-1.1,-6,69.41,11,18.1
0,89,0,0,1/18/2017 2:00,39,36.24,3.99,684300.9,-1,-7,63.76,11,9.4
0,89,0,0.025,1/18/2017 3:00,39,36.24,3.99,684300.9,-1,-7,63.76,11,14.8
0,89,0,0.025,1/18/2017 4:00,62.83,53.87,0,11535.3,-1.1,-6.9,64.49,11,18.1
0,89,1.857,0,1/18/2017 5:00,39,36.24,3.99,684300.9,-1,-7,63.76,11,20.5
0,89,1.275,1.237,1/18/2017 6:00,39,36.24,3.99,684300.9,-1,-7,63.76,11,14.8
0,89,1.741,1.08,1/18/2017 7:00,39,36.24,3.99,684300.9,-1.1,-6.9,64.7,11,25.1
0,89,1.331,2.094,1/18/2017 8:00,84.73,65.61,62.64,11541.7,-1,-7,63.76,11,13
0,91,1.605,1.821,1/18/2017 9:00,39.2,36.24,3.99,684300.9,-1,-7,63.76,11,9.4
2,89,1.596,1.861,1/18/2017 10:00,39.24,36.24,3.99,684300.9,0,-6,64,11,11.2
1,90,1.503,1.55,1/18/2017 11:00,39.28,36.24,3.99,684300.9,0,-7,59.28,11,13
3,85,1.257,1.58,1/18/2017 12:00,39.28,36.24,3.99,684300.9,1,-6,59.54,11,16.6
3,85,1.147,1.529,1/18/2017 13:00,39.3,36.24,7.5,684300.9,0.9,-6,59.8,11,16.1
2,86,1.267,1.517,1/18/2017 14:00,39.05,36.24,7.5,684300.9,1,-6,59.54,11,22.3
1,88,1.247,1.767,1/18/2017 15:00,39.05,36.24,7.5,684300.9,0,-6,64,11,20.5
0,89,0.94,1.439,1/18/2017 16:00,39.05,36.24,2.56,684300.9,-1,-6.9,64.13,11,14.2
0,89,0.901,1.473,1/18/2017 17:00,39.05,36.24,2.56,684300.9,-1,-7,63.76,11,20.5
0,89,0.923,1.656,1/18/2017 18:00,39.05,36.24,2.56,684300.9,-1,-7,63.76,11,25.9
0,89,0.926,1.533,1/18/2017 19:00,39.05,36.24,2.56,684300.9,-1,-7,64.13,11,21.5
0,89,0,1.653,1/18/2017 20:00,39.05,36.24,2.56,684300.9,-1,-6,68.83,11,24.1
0,89,0,1.868,1/18/2017 21:00,86.14,72.2,41.76,11561.8,-1,-6,68.84,11,29.5
0,89,0,0.548,1/18/2017 22:00,39.05,36.24,2.56,684300.9,-1,-6,69.11,11,27
0,89,0,0.019,1/18/2017 23:00,39.05,36.24,2.56,684300.9,-2,-7,68.62,11,25.9
-1,90,0,0,1/19/2017 0:00,39.05,36.24,2.56,684300.9,-2,-7,68.62,11,27.7
0,89,0,0.008,1/19/2017 1:00,39.05,36.24,2.56,684300.9,-2,-6.9,69.02,11,28.4
-1,90,0,0.012,1/19/2017 2:00,39.05,36.24,2.56,684300.9,-2,-7,68.64,11,27.7
-1,90,0,0.017,1/19/2017 3:00,39.05,36.24,2.56,684300.9,-2,-7,68.62,11,24.1
-1,90,0,0.005,1/19/2017 4:00,39.05,36.24,2.56,684300.9,-2,-6.9,69.13,11,21.7
-1,90,1.333,2.21,1/19/2017 5:00,39.05,36.24,7.5,684300.9,-2,-7,68.62,11,22.3
-1,90,1.644,2.055,1/19/2017 6:00,39.1,36.24,7.5,684300.9,-2,-7,68.62,11,24.1
-2,92,1.374,1.709,1/19/2017 7:00,39.15,36.24,7.5,684300.9,-3,-7.9,69.2,11,18.1
-2,90,1.144,1.731,1/19/2017 8:00,39.15,36.24,7.5,684300.9,-3,-8,68.4,11,16.6
-2,92,1.284,1.72,1/19/2017 9:00,39.15,36.24,7.5,684300.9,-3,-7,73.9,11,18.4
0,89,1.227,1.572,1/19/2017 10:00,39.15,36.24,2.38,684300.9,-3,-6.9,74.58,11,16.4
0,89,1.126,1.545,1/19/2017 11:00,39.15,36.24,7.5,684300.9,-2,-7,68.62,11,16.6
1,88,1.332,1.583,1/19/2017 12:00,39.15,36.24,7.5,684300.9,-2,-7,68.62,11,13
1,88,0.747,1.599,1/19/2017 13:00,39.15,36.24,7.5,684300.9,-2,-7,69.02,11,11.1
0,89,0.917,1.502,1/19/2017 14:00,39.15,36.24,7.5,684300.9,-2,-8,63.52,11,11.2
0,89,0.983,1.525,1/19/2017 15:00,39.11,36.24,7.5,684300.9,-2,-8,63.52,11,3.6
0,89,0.981,1.603,1/19/2017 16:00,39.11,36.24,7.5,684300.9,-2.1,-8.9,59.84,11,2.2
-1,90,1.193,1.64,1/19/2017 17:00,39.11,36.24,7.5,684300.9,-3,-9,63.28,11,5.4
-1,93,0.984,1.71,1/19/2017 18:00,39.15,36.24,7.5,684300.9,-3,-9,63.28,11,5.4
-3,95,1.591,1.503,1/19/2017 19:00,39.15,36.24,7.5,684300.9,-4,-8.9,68.82,11,8.9
-3,95,0,1.625,1/19/2017 20:00,39.15,36.24,7.5,684300.9,-4,-9,68.18,11,16.6
-3,95,0,1.5,1/19/2017 21:00,39.15,36.24,7.5,684300.9,-4,-9,68.18,11,18.4
-3,95,0,1.697,1/19/2017 22:00,39.15,36.24,7.5,684300.9,-5,-9,73.59,11,15.6
-2,94,0,0,1/19/2017 23:00,39.15,36.24,7.5,684300.9,-4,-9,68.18,11,13
-3,95,0,0,1/20/2017 0:00,39.15,36.24,7.5,684300.9,-4,-9,68.18,11,11.2
-3,95,0,0.008,1/20/2017 1:00,39.15,36.24,7.5,684300.9,-5,-9,73.75,11,10.6
-4,96,0,0,1/20/2017 2:00,39.15,36.24,7.5,684300.9,-5,-10,67.96,11,14.8
-4,96,0,0,1/20/2017 3:00,39.15,36.24,7.5,684300.9,-6,-10,73.32,11,13
-5,97,0,0,1/20/2017 4:00,39.15,36.24,7.5,684300.9,-7,-9.9,79.71,11,14
-6,100,1.804,0,1/20/2017 5:00,39.15,36.24,7.5,684300.9,-7,-10,79.16,11,14.8
-6,98,1.571,2.519,1/20/2017 6:00,39.2,36.24,7.5,684300.9,-8,-10,85.52,11,11.2
-5,97,1.579,2.049,1/20/2017 7:00,39.2,36.24,7.5,684300.9,-8,-10,85.91,11,1.8
-5,97,1.679,1.937,1/20/2017 8:00,39.23,36.24,7.5,684300.9,-7,-10,79.16,11,1.8
-4,96,1.457,1.876,1/20/2017 9:00,39.23,36.24,7.5,684300.9,-6,-9,79.32,11,3.6
-3,95,1.106,1.644,1/20/2017 10:00,39.23,36.24,7.5,684300.9,-4.1,-8,74.16,11,0.3
-1,91,1.187,1.569,1/20/2017 11:00,39.15,36.24,7.5,684300.9,-3,-8,68.4,11,5.4
0,90,0.926,1.524,1/20/2017 12:00,39.15,36.24,7.5,684300.9,-2,-7,68.62,11,5.4
0,89,1.329,1.684,1/20/2017 13:00,39.12,36.24,7.5,684300.9,-2,-7.1,68.43,11,5.3
0,89,0.921,1.513,1/20/2017 14:00,39.12,36.24,7.5,684300.9,-1,-8,59.02,11,11.2
-1,90,0.907,1.454,1/20/2017 15:00,39.12,36.24,7.5,684300.9,-2,-8,63.52,11,11.2
-1,90,1.011,1.566,1/20/2017 16:00,39.12,36.24,7.5,684300.9,-3,-7.9,68.72,11,8.9
-2,92,1.064,1.506,1/20/2017 17:00,39.12,36.24,7.5,684300.9,-3,-8,68.4,11,5.4
-2,92,0.985,1.415,1/20/2017 18:00,39.12,36.24,7.5,684300.9,-3,-8,68.4,11,1.8
-2,92,0,1.606,1/20/2017 19:00,39.12,36.24,7.5,684300.9,-3.1,-7,74.2,11,3.6
-1,90,0,1.579,1/20/2017 20:00,39.12,36.24,7.5,684300.9,-4,-8,73.71,11,3.6
-2,92,0,1.632,1/20/2017 21:00,39.12,36.24,7.5,684300.9,-4,-8,73.71,11,1.8
-2,92,0,0,1/20/2017 22:00,39.12,36.24,7.5,684300.9,-4.1,-8,74.29,11,1.9
-3,93,0,0,1/20/2017 23:00,39.12,36.24,7.5,684300.9,-5,-8,79.47,11,3.6
-2,92,0,0,1/21/2017 0:00,39.12,36.24,7.5,684300.9,-5,-8,79.47,11,1.8
-3,93,0,0,1/21/2017 1:00,39.12,36.24,7.5,684300.9,-5,-7.9,79.85,11,5.4
-3,93,0,0,1/21/2017 2:00,39.12,36.24,7.5,684300.9,-5,-8,79.47,11,1.8
-3,93,0,0,1/21/2017 3:00,39.12,36.24,7.5,684300.9,-5,-7,85.86,11,0
-3,93,0,0,1/21/2017 4:00,39.12,36.24,7.5,684300.9,-5,-7,85.77,11,1.9
-3,93,0,0.032,1/21/2017 5:00,39.12,36.24,7.5,684300.9,-5,-7,85.85,11,0
-3,93,0.375,3.088,1/21/2017 6:00,39.12,36.24,7.5,684300.9,-5,-7,85.85,11,3.6
-4,96,0,2.251,1/21/2017 7:00,39.12,36.24,7.5,684300.9,-5,-7,86.15,11,1.9
-2,94,0,1.67,1/21/2017 8:00,39.12,36.24,7.5,684300.9,-5,-8,79.47,11,3.6
-2,94,0,1.372,1/21/2017 9:00,39.12,36.24,7.5,684300.9,-4,-7,79.63,11,1.8
-1,93,0,1.554,1/21/2017 10:00,39.12,36.24,7.5,684300.9,-3,-7,74.31,11,3.6
0,91,0,1.444,1/21/2017 11:00,39.12,36.24,7.5,684300.9,-1,-6,68.84,11,5.4
1,90,0,1.323,1/21/2017 12:00,39.12,36.24,7.5,684300.9,-1,-7,63.76,11,3.6
0,91,0,1.369,1/21/2017 13:00,39.12,36.24,7.5,684300.9,0,-6,64.18,11,5.3
0,84,0,1.397,1/21/2017 14:00,39.12,36.24,7.5,684300.9,0,-6,64,11,5.4
0,84,0,1.347,1/21/2017 15:00,39.12,36.24,7.5,684300.9,0,-6,64,11,3.6
-1,85,0,1.425,1/21/2017 16:00,39.12,36.24,7.5,684300.9,-1,-6,69.06,11,5.3
