Tsp,Tsr,Pts,Pnt,Tn,Tp,Q,E,Time
-6,99,0,1.855,39.05,36.24,7.55,684300.9,2017-01-01T00:00
-6,99,0,1.992,39.05,36.24,7.55,684300.9,2017-01-01T01:00
-7,100,0,1.27,39.05,36.24,7.55,684300.9,2017-01-01T02:00
-7,99,0,1.352,39.05,36.24,7.55,684300.9,2017-01-01T03:00
-7,100,0,1.877,39.05,36.24,7.55,684300.9,2017-01-01T04:00
-7,100,0,0.035,39.3,31.12,5.14,684301,2017-01-01T05:00
-7,100,0,0.052,39.3,31.12,5.14,684301,2017-01-01T06:00
-8,101,0,0.055,39.3,31.12,5.14,684301,2017-01-01T07:00
-7,100,0,2.257,39.3,31.12,5.14,684301,2017-01-01T08:00
-6,99,0,1.57,39.3,31.12,5.14,684301,2017-01-01T09:00
-4,96,0,1.557,39.3,31.12,5.14,684301,2017-01-01T10:00
-3,95,0,1.475,39.3,31.12,5.14,684301,2017-01-01T11:00
-2,94,0,1.171,39,31.12,5.14,684301,2017-01-01T12:00
0,91,0,1.317,39,31.12,5.14,684301,2017-01-01T13:00
0,91,0,1.37,39,31.12,5.14,684301,2017-01-01T14:00
0,91,0,1.499,39,31.12,5.14,684301,2017-01-01T15:00
0,91,0,1.646,39,31.12,5.14,684301,2017-01-01T16:00
-3,95,1.425,1.896,39.06,31.12,5.14,684301,2017-01-01T17:00
-2,94,0,1.741,39.06,31.12,5.14,684301,2017-01-01T18:00
-3,95,0,1.666,39.06,31.12,5.14,684301,2017-01-01T19:00
-4,96,0,1.838,39.06,31.12,5.14,684301,2017-01-01T20:00
-5,97,0,1.959,39.06,31.12,5.14,684301,2017-01-01T21:00
-5,97,3.582,1.214,39.06,31.12,5.14,684301,2017-01-01T22:00
-5,97,1.038,1.927,39.06,31.12,5.14,684301,2017-01-01T23:00
-6,99,0.774,1.253,39,31.12,5.14,684301,2017-01-02T00:00
-6,99,0,0,39,31.12,5.14,684301,2017-01-02T01:00
-6,99,0,0,39,31.12,5.14,684301,2017-01-02T02:00
-6,99,0,0,39,31.12,5.14,684301,2017-01-02T03:00
-7,100,0,0,39,31.12,5.14,684301,2017-01-02T04:00
-7,100,0,0.017,39,31.12,5.14,684301,2017-01-02T05:00
-7,99,0,2.425,39,31.12,5.14,684301,2017-01-02T06:00
-7,99,1.604,2.671,39,31.12,5.14,684301,2017-01-02T07:00
-7,99,0.924,2.008,39.1,31.12,5.14,684301,2017-01-02T08:00
-5,96,0.913,1.841,39.1,31.12,5.14,684301,2017-01-02T09:00
-2,92,0,2.044,39.1,31.12,5.14,684301,2017-01-02T10:00
0,89,0,1.926,39.1,31.12,5.14,684301,2017-01-02T11:00
1,88,0,1.207,39.2,31.12,5.14,684301,2017-01-02T12:00
3,85,0,1.525,39.2,31.12,5.14,684301,2017-01-02T13:00
4,83,0,1.498,39.2,31.12,5.14,684301,2017-01-02T14:00
5,82,0,1.461,39.2,31.12,7.5,684301,2017-01-02T15:00
2,86,0,1.577,39.2,31.12,7.5,684301,2017-01-02T16:00
0,89,0,1.725,39.2,31.12,7.5,684301,2017-01-02T17:00
0,89,0,1.643,39.2,31.12,7.5,684301,2017-01-02T18:00
-1,90,0,1.656,39.2,31.12,7.5,684301,2017-01-02T19:00
-1,90,2.19,1.598,39.2,31.12,7.5,684301,2017-01-02T20:00
-2,92,1.409,1.754,39.05,36.24,7.5,684301,2017-01-02T21:00
-2,92,0.958,2.183,39.05,36.24,7.5,684301,2017-01-02T22:00
-2,92,0,0,39.05,36.24,7.5,684301,2017-01-02T23:00
-3,93,0,0,39.05,36.24,7.5,684301,2017-01-03T00:00
-3,93,0,0,39.05,36.24,7.5,684301,2017-01-03T01:00
-2,92,0,0,39.05,36.24,7.5,684301,2017-01-03T02:00
-2,92,0,0,39.05,36.24,7.5,684301,2017-01-03T03:00
-1,90,0,0.025,39.05,36.24,7.5,684301,2017-01-03T04:00
-1,90,0,0,39.05,36.24,7.5,684301,2017-01-03T05:00
0,89,0,2.568,39.05,36.24,7.5,684301,2017-01-03T06:00
0,89,0,1.697,39.05,36.24,7.5,684301,2017-01-03T07:00
0,89,0,1.586,39.05,36.24,7.5,684301,2017-01-03T08:00
1,88,0,1.5,39.05,36.24,7.5,684301,2017-01-03T09:00
1,88,0,1.728,39.05,36.24,7.5,684300.9,2017-01-03T10:00
1,88,0,1.618,39.05,36.24,7.5,684300.9,2017-01-03T11:00
0,89,0,1.437,39.1,36.24,7.5,684300.9,2017-01-03T12:00
1,88,0,1.52,39.1,36.24,7.5,684300.9,2017-01-03T13:00
1,90,0,1.303,39.1,36.24,7.5,684300.9,2017-01-03T14:00
0,91,2.409,1.279,39.1,36.24,7.5,684300.9,2017-01-03T15:00
0,91,1.759,1.652,39.1,36.24,7.5,684300.9,2017-01-03T16:00
0,91,1.644,1.596,39.1,36.24,7.5,684300.9,2017-01-03T17:00
0,90,1.486,1.546,39.1,36.24,7.5,684300.9,2017-01-03T18:00
0,91,0,1.364,39.1,36.24,7.5,684300.9,2017-01-03T19:00
0,91,0,1.52,39.1,36.25,7.5,684300.9,2017-01-03T20:00
0,91,0,1.496,39.1,36.25,7.5,684300.9,2017-01-03T21:00
0,91,0,0,39.1,36.25,7.5,684300.9,2017-01-03T22:00
0,91,0,0,39.1,36.25,7.5,684300.9,2017-01-03T23:00
0,91,0,0.041,39.1,36.25,7.5,684300.9,2017-01-04T00:00
0,91,0,0,39.1,36.25,7.5,684300.9,2017-01-04T01:00
0,91,0,0,39.1,36.25,7.5,684300.9,2017-01-04T02:00
0,91,0,0,39.1,36.25,7.5,684300.9,2017-01-04T03:00
0,91,0,0,39.1,36.25,7.5,684300.9,2017-01-04T04:00
-1,93,0,0,39.1,36.25,7.5,684300.9,2017-01-04T05:00
0,91,0,2.876,39.1,36.25,7.5,684300.9,2017-01-04T06:00
-1,93,0,1.69,39.1,36.25,7.5,684300.9,2017-01-04T07:00
0,91,0.419,1.56,39.1,36.25,7.5,684300.9,2017-01-04T08:00
0,91,0.358,1.62,39.1,36.25,7.5,684300.9,2017-01-04T09:00
0,91,0.323,1.584,39.1,36.25,7.5,684300.9,2017-01-04T10:00
0,91,0.304,1.495,39.1,36.25,7.5,684300.9,2017-01-04T11:00
2,89,0.295,1.41,39.1,36.25,7.5,684300.9,2017-01-04T12:00
3,88,0.578,1.557,39.1,36.25,7.5,684300.9,2017-01-04T13:00
4,87,0.361,1.124,39.1,36.25,7.5,684300.9,2017-01-04T14:00
4,87,0,1.558,39.1,36.25,7.5,684300.9,2017-01-04T15:00
3,88,0,1.469,39.1,36.25,7.5,684300.9,2017-01-04T16:00
1,90,0,1.546,39.1,36.25,7.5,684300.9,2017-01-04T17:00
0,91,0,1.728,39.1,36.25,7.5,684300.9,2017-01-04T18:00
0,91,0,1.435,39.1,36.25,7.5,684300.9,2017-01-04T19:00
0,91,0,1.553,39.1,36.25,7.5,684300.9,2017-01-04T20:00
0,91,0,1.439,39.1,36.25,7.5,684300.9,2017-01-04T21:00
0,91,0,0,39.1,36.25,7.5,684300.9,2017-01-04T22:00
1,91,0,0,10.85,0.06,0,860406.4,2017-01-04T23:00
1,90,0,0,39.1,36.25,7.5,684300.9,2017-01-05T00:00
0,91,0,0.028,39.1,36.25,7.5,684300.9,2017-01-05T01:00
0,91,0,0.015,39.1,36.25,7.5,684300.9,2017-01-05T02:00
0,91,0,0.021,39.1,36.25,7.5,684300.9,2017-01-05T03:00
0,91,0,0.024,39.1,36.25,7.5,684300.9,2017-01-05T04:00
0,91,0,0.009,39.1,36.25,7.5,684300.9,2017-01-05T05:00
0,91,0,2,39.1,36.25,7.5,684300.9,2017-01-05T06:00
0,91,0,1.164,39.1,36.25,7.5,684300.9,2017-01-05T07:00
0,91,0.716,1.953,39.1,36.25,7.5,684300.9,2017-01-05T08:00
1,90,0.33,1.55,39.1,36.25,7.5,684300.9,2017-01-05T09:00
1,90,0.312,1.525,39.1,36.25,7.5,684300.9,2017-01-05T10:00
1,90,0.309,1.628,39.1,36.25,7.5,684300.9,2017-01-05T11:00
1,90,0.298,1.509,39.1,36.25,7.5,684300.9,2017-01-05T12:00
1,90,0.766,2.065,39.1,36.25,7.5,684300.9,2017-01-05T13:00
1,90,0,1.749,38.8,36.24,7.5,684300.9,2017-01-05T14:00
0,91,0,1.692,38.8,36.24,7.5,684300.9,2017-01-05T15:00
0,91,0,1.733,38.8,36.24,7.5,684300.9,2017-01-05T16:00
0,91,0,1.723,38.8,36.24,7.5,684300.9,2017-01-05T17:00
0,91,2.665,1.368,38.8,36.24,7.5,684300.9,2017-01-05T18:00
0,91,0.644,1.666,38.8,36.24,7.5,684300.9,2017-01-05T19:00
0,91,1.377,1.768,38.8,36.24,7.5,684300.9,2017-01-05T20:00
-1,93,0.925,1.718,38.8,36.24,7.5,684300.9,2017-01-05T21:00
-1,93,0.963,0.264,38.8,36.24,7.5,684300.9,2017-01-05T22:00
-2,94,0,0,38.8,36.24,7.5,684300.9,2017-01-05T23:00
-2,94,0,0,38.8,36.24,7.5,684300.9,2017-01-06T00:00
-2,94,0,0,38.8,36.24,7.5,684300.9,2017-01-06T01:00
-4,96,0,0.027,38.8,36.24,7.5,684300.9,2017-01-06T02:00
-5,97,0,0.022,38.8,36.24,7.5,684300.9,2017-01-06T03:00
-6,99,0.678,0.712,39,2.96,2.56,684300.9,2017-01-06T04:00
0,0,0,0,0,0,0,0,2017-01-06T05:00
0,0,0,0,0,0,0,0,2017-01-06T06:00
-8,100,0.847,4.796,39,2.96,2.56,684300.9,2017-01-06T07:00
-8,100,1.781,1.548,38.9,31.12,2.56,684300.9,2017-01-06T08:00
-8,99,1.371,2.419,38.9,31.12,2.56,684300.9,2017-01-06T09:00
-8,100,1.069,2.196,39.3,36.24,2.56,684300.9,2017-01-06T10:00
-8,100,1.747,2.11,39.3,36.24,2.56,684300.9,2017-01-06T11:00
-8,100,1.254,1.944,39.3,36.24,2.56,684300.9,2017-01-06T12:00
-8,100,1.241,1.857,39.3,36.24,2.56,684300.9,2017-01-06T13:00
-8,101,1.426,1.888,38.9,31.12,7.5,684300.9,2017-01-06T14:00
-9,101,0.769,1.963,38.9,31.12,7.5,684300.9,2017-01-06T15:00
-9,101,1.376,2.045,38.9,31.12,5.13,684300.9,2017-01-06T16:00
-9,101,0.933,1.963,38.9,31.12,5.13,684300.9,2017-01-06T17:00
-9,101,1.113,1.986,38.9,31.12,5.13,684300.9,2017-01-06T18:00
-9,101,1.095,1.575,38.87,31.12,5.13,684300.9,2017-01-06T19:00
-9,101,1.235,1.917,38.87,31.12,5.13,684300.9,2017-01-06T20:00
-9,101,1.521,1.939,38.87,31.12,5.13,684300.9,2017-01-06T21:00
-9,101,1.299,1.982,38.87,31.12,5.13,684300.9,2017-01-06T22:00
-10,103,0.925,2.23,38.87,31.12,7.5,684300.9,2017-01-06T23:00
-10,103,1.463,1.888,38.87,31.12,7.5,684300.9,2017-01-07T00:00
-11,104,0.99,0.839,38.85,36.24,7.5,684300.9,2017-01-07T01:00
-11,99,0.776,1.301,38.85,36.24,7.5,684300.9,2017-01-07T02:00
-11,99,1.276,1.145,38.85,36.24,7.5,684300.9,2017-01-07T03:00
-12,100,1.031,1.532,38.85,36.24,7.5,684300.9,2017-01-07T04:00
-12,100,0.781,1.169,38.85,36.24,7.5,684300.9,2017-01-07T05:00
-12,100,1.289,3.3,38.85,36.24,7.5,684300.9,2017-01-07T06:00
-12,100,1.271,2.009,38.85,36.24,7.5,684300.9,2017-01-07T07:00
-12,100,0.997,2.015,38.85,36.24,7.5,684300.9,2017-01-07T08:00
-11,99,0.998,1.798,38.85,36.24,7.5,684300.9,2017-01-07T09:00
-10,98,0.742,1.947,38.85,36.24,7.5,684300.9,2017-01-07T10:00
-10,98,0.895,2.071,38.85,36.24,7.5,684300.9,2017-01-07T11:00
-9,96,0.814,1.803,38.85,36.24,7.5,684300.9,2017-01-07T12:00
-9,96,1.283,0.477,38.85,36.24,7.5,684300.9,2017-01-07T13:00
-10,98,1.003,1.346,38.85,36.24,7.5,684300.9,2017-01-07T14:00
-10,98,1.121,1.487,38.85,36.24,7.5,684300.9,2017-01-07T15:00
-11,103,1.195,2.109,38.85,36.24,7.5,684300.9,2017-01-07T16:00
-11,99,1.105,1.699,38.85,36.24,7.5,684300.9,2017-01-07T17:00
-11,99,1.336,1.928,38.85,36.24,7.5,684300.9,2017-01-07T18:00
-11,99,1.289,1.765,38.85,36.24,7.5,684300.9,2017-01-07T19:00
-10,98,0.967,1.769,38.85,36.24,7.5,684300.9,2017-01-07T20:00
-10,98,0.834,1.759,38.85,36.24,7.5,684300.9,2017-01-07T21:00
-12,100,0.976,1.713,38.89,36.24,7.5,684300.9,2017-01-07T22:00
-12,100,1.034,2.241,38.88,36.24,7.5,684300.9,2017-01-07T23:00
-13,102,1.095,0.588,38.86,36.24,7.5,684300.9,2017-01-08T00:00
-13,102,1.207,1.232,38.86,36.24,7.5,684300.9,2017-01-08T01:00
-14,103,1.174,1.467,38.86,36.24,7.5,684300.9,2017-01-08T02:00
-15,105,0.936,1.32,38.86,36.24,7.5,684300.9,2017-01-08T03:00
-15,105,1.338,1.189,38.86,36.24,7.5,684300.9,2017-01-08T04:00
-16,105,1.399,1.318,38.89,36.24,7.5,684300.9,2017-01-08T05:00
-16,105,1.245,3.375,38.88,36.24,7.5,684300.9,2017-01-08T06:00
-16,105,0.966,2.339,38.88,36.24,7.5,684300.9,2017-01-08T07:00
-16,105,1.357,2.146,38.85,36.24,7.5,684300.9,2017-01-08T08:00
-15,105,1.254,2.241,38.85,36.24,7.5,684300.9,2017-01-08T09:00
-13,102,1.153,1.819,38.85,36.24,7.5,684300.9,2017-01-08T10:00
-12,100,1.156,2.061,39.05,36.24,7.5,684300.9,2017-01-08T11:00
-9,100,2.016,1.757,39.05,36.24,7.5,684300.9,2017-01-08T12:00
-9,101,1.89,1.813,39.05,36.24,7.5,684300.9,2017-01-08T13:00
-8,100,1.553,1.917,39.05,36.24,7.5,684300.9,2017-01-08T14:00
-9,101,1.463,1.794,39.05,36.24,7.5,684300.9,2017-01-08T15:00
-9,101,1.847,1.798,39.2,36.24,7.5,684300.9,2017-01-08T16:00
-10,103,1.87,1.718,39.2,36.24,7.5,684300.9,2017-01-08T17:00
-10,103,1.778,1.723,39.2,36.24,7.5,684300.9,2017-01-08T18:00
-10,103,1.809,1.845,39.1,36.24,7.5,684300.9,2017-01-08T19:00
-9,101,1.76,1.76,39.1,36.24,7.5,684300.9,2017-01-08T20:00
-9,105,1.748,1.748,39.2,36.24,7.5,684300.9,2017-01-08T21:00
-8,104,1.791,1.764,39.2,36.24,7.5,684300.9,2017-01-08T22:00
-8,104,1.792,1.78,39.2,36.24,7.5,684300.9,2017-01-08T23:00
-8,101,0.285,1.539,39,36.24,7.5,684300.9,2017-01-09T00:00
-8,101,1.087,1.876,39,36.24,7.5,684300.9,2017-01-09T01:00
-8,101,1.449,1.014,39,36.24,7.5,684300.9,2017-01-09T02:00
-8,101,1.488,1.442,39,36.24,7.5,684300.9,2017-01-09T03:00
-8,101,1.767,1.44,39,36.24,7.5,684300.9,2017-01-09T04:00
-8,101,2.173,1.283,39,36.24,7.5,684300.9,2017-01-09T05:00
-8,101,1.572,2.174,39.1,36.24,7.5,684300.9,2017-01-09T06:00
-8,101,1.685,1.952,39.1,36.24,7.5,684300.9,2017-01-09T07:00
-7,100,1.736,1.811,39.1,36.24,7.5,684300.9,2017-01-09T08:00
-6,99,1.712,1.783,39.15,36.24,7.5,684300.9,2017-01-09T09:00
-5,97,1.539,1.821,39.15,36.24,7.5,684300.9,2017-01-09T10:00
-4,96,1.601,1.694,39.15,36.24,7.5,684300.9,2017-01-09T11:00
-5,97,1.698,1.841,39.15,36.24,7.5,684300.9,2017-01-09T12:00
-6,97,1.613,2.323,39.15,36.24,7.5,684300.9,2017-01-09T13:00
-5,96,1.599,1.989,39.15,36.24,7.5,684300.9,2017-01-09T14:00
-6,97,0.261,2.122,39.08,36.24,7.5,684300.9,2017-01-09T15:00
-7,99,0.888,1.335,39.08,36.24,7.5,684300.9,2017-01-09T16:00
-9,101,0.838,1.851,39.08,36.24,7.5,684300.9,2017-01-09T17:00
-10,102,1.026,1.484,39.08,36.24,7.5,684300.9,2017-01-09T18:00
-10,97,0.894,2.021,39,36.24,7.5,684300.9,2017-01-09T19:00
-10,97,0.89,1.888,38.9,36.24,7.5,684300.9,2017-01-09T20:00
-10,97,0.719,2.011,38.9,36.24,7.5,684300.9,2017-01-09T21:00
-13,97,1.239,1.95,38.9,36.24,7.5,684300.9,2017-01-09T22:00
-13,97,1.095,1.239,38.9,36.24,7.5,684300.9,2017-01-09T23:00
-12,95,0.462,0.154,38.86,36.24,7.5,684300.9,2017-01-10T00:00
-13,97,0.889,1.152,38.86,36.24,7.5,684300.9,2017-01-10T01:00
-11,94,0.701,0,38.86,36.24,7.5,684300.9,2017-01-10T02:00
-11,94,0.954,0,38.86,36.24,7.5,684300.9,2017-01-10T03:00
-10,93,1.323,0,38.86,36.24,7.5,684300.9,2017-01-10T04:00
-11,94,0.856,1.689,38.8,36.24,7.5,684300.9,2017-01-10T05:00
-11,103,1.939,1.298,38.8,36.24,7.5,684300.9,2017-01-10T06:00
-11,98,1.528,2.021,39.1,36.24,7.5,684300.9,2017-01-10T07:00
-11,98,1.782,2.172,39.1,36.24,7.5,684300.9,2017-01-10T08:00
-9,95,1.581,1.827,39.1,36.24,7.5,684300.9,2017-01-10T09:00
-8,94,1.592,1.922,39.1,36.24,7.5,684300.9,2017-01-10T10:00
-7,92,1.434,1.529,39.18,36.24,7.5,684300.9,2017-01-10T11:00
-4,92,1.457,1.55,39.18,36.24,7.5,684300.9,2017-01-10T12:00
-5,94,1.596,1.722,39.18,36.24,7.5,684300.9,2017-01-10T13:00
-5,94,0.482,1.498,39.18,36.24,7.5,684300.9,2017-01-10T14:00
-5,94,1.314,1.807,39.18,36.24,7.5,684300.9,2017-01-10T15:00
-7,97,1.422,1.832,39.18,36.24,7.5,684300.9,2017-01-10T16:00
-7,97,1.035,1.857,39.18,36.24,7.5,684300.9,2017-01-10T17:00
-9,100,1.307,1.534,39.18,36.24,7.5,684300.9,2017-01-10T18:00
-8,99,0.656,1.623,39.18,36.24,7.5,684300.9,2017-01-10T19:00
-8,99,0.704,1.726,38.85,36.24,7.5,684300.9,2017-01-10T20:00
-9,100,0.56,1.818,38.85,36.24,7.5,684300.9,2017-01-10T21:00
-8,99,1.08,1.83,38.85,36.24,7.5,684300.9,2017-01-10T22:00
-9,100,0.872,1.627,38.82,36.24,7.5,684300.9,2017-01-10T23:00
-9,100,0.588,1.643,97.28,72.86,48.6,11341.6,2017-01-11T00:00
-8,99,0.773,0,38.82,36.24,7.5,684300.9,2017-01-11T01:00
-9,100,0.971,0,38.82,36.24,7.5,684300.9,2017-01-11T02:00
-8,99,1.192,0,38.82,36.24,7.5,684300.9,2017-01-11T03:00
-9,100,1.952,2.485,38.95,36.24,7.5,684300.9,2017-01-11T04:00
-10,102,1.371,1.557,39.05,36.24,7.5,684300.9,2017-01-11T05:00
-10,102,1.708,1.856,39.1,36.24,7.5,684300.9,2017-01-11T06:00
-8,99,1.74,1.842,39.15,36.24,7.5,684300.9,2017-01-11T07:00
-8,99,1.741,1.735,39.15,36.24,7.5,684300.9,2017-01-11T08:00
-6,96,1.232,1.742,39.15,36.24,2.56,684300.9,2017-01-11T09:00
-6,96,1.474,1.399,39.15,36.24,2.56,684300.9,2017-01-11T10:00
-6,96,1.27,1.661,39.15,36.24,2.56,684300.9,2017-01-11T11:00
-4,92,1.155,1.631,39.15,36.24,2.56,684300.9,2017-01-11T12:00
-6,96,1.181,2.014,39.15,36.24,2.56,684300.9,2017-01-11T13:00
-4,91,1.389,1.576,39.13,36.24,7.55,684300.9,2017-01-11T14:00
-4,91,1.426,1.512,39.13,36.24,7.55,684300.9,2017-01-11T15:00
-7,97,1.735,1.659,39.13,36.24,7.55,684300.9,2017-01-11T16:00
-9,98,1.633,1.946,39.13,36.24,7.55,684300.9,2017-01-11T17:00
-9,98,1.549,1.784,39.13,36.24,7.55,684300.9,2017-01-11T18:00
-10,99,1.762,1.786,39.13,36.24,7.55,684300.9,2017-01-11T19:00
-11,100,0.058,2.228,38.9,36.24,7.55,684300.9,2017-01-11T20:00
-11,99,1.027,1.898,38.88,36.24,7.55,684300.9,2017-01-11T21:00
-13,102,0.563,2.02,38.82,36.24,7.55,684300.9,2017-01-11T22:00
-11,99,0.727,2.122,38.82,36.24,7.55,684300.9,2017-01-11T23:00
-13,102,0.696,1.669,38.82,36.24,7.55,684300.9,2017-01-12T00:00
-13,102,1.157,0,38.82,36.24,7.55,684300.9,2017-01-12T01:00
-14,103,0.615,0,38.82,36.24,7.55,684300.9,2017-01-12T02:00
-14,103,2.111,1.843,38.82,36.24,7.55,684300.9,2017-01-12T03:00
-15,105,1.657,1.63,39.05,36.24,7.55,684300.9,2017-01-12T04:00
-13,102,1.79,1.747,39.05,36.24,7.55,684300.9,2017-01-12T05:00
-14,103,1.722,2.19,39.05,36.24,7.55,684300.9,2017-01-12T06:00
-13,102,1.592,2.005,39.1,36.24,7.55,684300.9,2017-01-12T07:00
-11,99,1.631,1.968,39.1,36.24,7.55,684300.9,2017-01-12T08:00
-9,100,1.285,1.824,39.1,36.24,7.55,684300.9,2017-01-12T09:00
-6,96,1.264,1.739,39.1,36.24,7.55,684300.9,2017-01-12T10:00
-5,94,1.429,1.801,39.1,36.24,7.55,684300.9,2017-01-12T11:00
-4,92,1.253,1.817,39.1,36.24,7.55,684300.9,2017-01-12T12:00
-4,92,1.133,1.748,39.1,36.24,7.55,684300.9,2017-01-12T13:00
-3,91,1.415,1.339,39.1,36.24,7.55,684300.9,2017-01-12T14:00
-1,88,1.354,1.33,39.1,36.24,7.55,684300.9,2017-01-12T15:00
-2,89,1.689,1.678,39.1,36.24,7.55,684300.9,2017-01-12T16:00
-4,94,1.271,1.583,39.1,36.24,7.55,684300.9,2017-01-12T17:00
-5,96,0.533,1.234,39,36.24,7.55,684300.9,2017-01-12T18:00
-5,96,0.983,1.55,39,36.24,7.55,684300.9,2017-01-12T19:00
-6,97,1.056,1.492,39,36.24,7.55,684300.9,2017-01-12T20:00
-7,99,0.977,1.561,39,36.24,7.55,684300.9,2017-01-12T21:00
-8,99,0.535,0.831,38.9,36.24,7.55,684300.9,2017-01-12T22:00
-8,97,1.153,1.249,38.9,36.24,7.55,684300.9,2017-01-12T23:00
-8,97,1.097,1.369,38.9,36.24,7.55,684300.9,2017-01-13T00:00
-8,97,1.132,1.298,38.9,36.24,7.55,684300.9,2017-01-13T01:00
-8,97,0.96,1.143,38.9,36.24,7.55,684300.9,2017-01-13T02:00
-8,97,0.899,1.13,38.9,36.24,7.55,684300.9,2017-01-13T03:00
-8,97,0.952,1.078,38.9,36.24,7.55,684300.9,2017-01-13T04:00
-8,97,1.15,1.16,38.9,36.24,7.55,684300.9,2017-01-13T05:00
-5,92,0.939,1.189,38.9,36.24,7.55,684300.9,2017-01-13T06:00
-4,96,1.233,1.796,39.05,36.24,2.56,684300.9,2017-01-13T07:00
-2,94,0.932,1.514,39.05,36.24,2.56,684300.9,2017-01-13T08:00
0,91,1.172,1.486,39.05,36.24,2.56,684300.9,2017-01-13T09:00
1,90,0.748,1.393,39.05,36.24,2.56,684300.9,2017-01-13T10:00
2,89,1.314,1.293,39.05,36.24,2.56,684300.9,2017-01-13T11:00
4,87,0.957,1.35,39.05,36.24,2.56,684300.9,2017-01-13T12:00
6,84,0.654,1.25,39.1,36.24,0,684300.9,2017-01-13T13:00
0,0,0,0,0,0,0,0,2017-01-13T14:00
5,89,1.754,2.347,39.26,36.24,0,684300.9,2017-01-13T15:00
3,91,1.549,2.047,39.3,36.24,0,684300.9,2017-01-13T16:00
3,91,1.465,1.946,39.3,36.28,0,684300.9,2017-01-13T17:00
3,91,0.952,1.722,39.3,36.28,0,684300.9,2017-01-13T18:00
6,88,0.199,2.169,39.3,36.28,0,684300.9,2017-01-13T19:00
5,79,0,1.767,39.3,36.28,0,684300.9,2017-01-13T20:00
3,82,0,1.623,39.3,36.28,0,684300.9,2017-01-13T21:00
6,77,0,0.924,39.3,36.28,0,684300.9,2017-01-13T22:00
4,80,0,0,39.3,36.28,0,684300.9,2017-01-13T23:00
4,80,0,0,39.3,36.28,0,684300.9,2017-01-14T00:00
4,80,0,0,39.3,36.28,0,684300.9,2017-01-14T01:00
4,80,0,0,39.3,36.28,0,684300.9,2017-01-14T02:00
4,80,0,0,39.3,36.28,0,684300.9,2017-01-14T03:00
5,79,0,0,39.3,36.28,0,684300.9,2017-01-14T04:00
3,82,0,0,39.3,36.28,0,684300.9,2017-01-14T05:00
1,85,0,2.237,38.8,36.24,0,684300.9,2017-01-14T06:00
1,85,0,1.216,38.8,36.24,0,684300.9,2017-01-14T07:00
2,83,0,1.116,38.8,36.24,0,684300.9,2017-01-14T08:00
2,83,0,1.247,38.8,36.24,0,684300.9,2017-01-14T09:00
3,82,0,1.455,38.8,36.24,0,684300.9,2017-01-14T10:00
4,80,0,1.505,38.8,36.24,0,684300.9,2017-01-14T11:00
5,85,0,1.487,38.8,36.24,0,684300.9,2017-01-14T12:00
5,85,0,1.545,38.8,36.24,0,684300.9,2017-01-14T13:00
5,85,0,1.371,38.8,36.24,7.5,684300.9,2017-01-14T14:00
4,87,0,1.549,38.8,36.24,7.5,684300.9,2017-01-14T15:00
3,88,0,1.167,38.8,36.24,7.5,684300.9,2017-01-14T16:00
2,89,0,1.408,38.8,36.24,7.5,684300.9,2017-01-14T17:00
2,89,0,1.335,38.8,36.24,7.5,684300.9,2017-01-14T18:00
2,89,0,1.572,38.8,36.24,7.5,684300.9,2017-01-14T19:00
0,91,0,1.574,38.8,36.24,7.5,684300.9,2017-01-14T20:00
0,91,0,1.644,38.8,36.24,7.5,684300.9,2017-01-14T21:00
0,91,0,1.567,38.8,36.24,7.5,684300.9,2017-01-14T22:00
-1,93,0,0,38.8,36.24,7.5,684300.9,2017-01-14T23:00
-2,94,0,0,38.8,36.24,7.5,684300.9,2017-01-15T00:00
-2,94,0,0,38.8,36.24,7.5,684300.9,2017-01-15T01:00
-2,94,0,0,38.8,36.24,7.5,684300.9,2017-01-15T02:00
-2,94,0,0,38.8,36.24,7.5,684300.9,2017-01-15T03:00
-2,94,0,0,38.8,36.24,2.73,684300.9,2017-01-15T04:00
-1,93,0,0,38.8,36.24,2.73,684300.9,2017-01-15T05:00
0,91,0.515,3.518,38.8,36.24,2.73,684300.9,2017-01-15T06:00
-1,93,0,1.544,38.8,36.24,2.73,684300.9,2017-01-15T07:00
0,91,0,1.686,38.8,36.24,2.73,684300.9,2017-01-15T08:00
0,91,0,1.636,38.8,36.24,2.73,684300.9,2017-01-15T09:00
0,91,0,1.476,38.8,36.24,2.73,684300.9,2017-01-15T10:00
1,90,1.44,1.484,38.8,36.24,2.73,684300.9,2017-01-15T11:00
2,89,0,1.108,38.8,36.24,2.73,684300.9,2017-01-15T12:00
2,89,0,0.964,38.8,36.24,2.73,684300.9,2017-01-15T13:00
3,88,0,0.903,38.8,36.24,7.55,684300.9,2017-01-15T14:00
2,89,0,1.209,38.8,36.24,2.56,684300.9,2017-01-15T15:00
0,91,0,1.418,38.8,36.24,2.56,684300.9,2017-01-15T16:00
0,89,2.139,1.475,39.1,36.24,2.56,684300.9,2017-01-15T17:00
-1,90,1.871,1.209,39.1,36.24,7.55,684300.9,2017-01-15T18:00
-2,96,1.835,1.445,39.25,36.24,7.55,684300.9,2017-01-15T19:00
-2,94,1.601,1.328,39.25,36.24,7.55,684300.9,2017-01-15T20:00
-3,95,1.62,1.587,39.25,36.24,7.55,684300.9,2017-01-15T21:00
