Tsp,Tsr,Pts,Pnt,Tn,Tp,Q,E,Time
19,75,0,0,39.3,31.12,0,690854.5,2016-05-28T08:00
21,75,0,0,39.3,31.12,0,690854.5,2016-05-28T09:00
24,75,0,0,39.3,31.12,0,690854.5,2016-05-28T10:00
25,75,0,0,39.3,31.12,0,690854.5,2016-05-28T11:00
27,75,0,0,39.3,31.12,0,690854.5,2016-05-28T12:00
28,75,0,0,39.3,31.12,0,690854.5,2016-05-28T13:00
36,75,0,0,39.3,31.12,0,690854.5,2016-05-28T14:00
40,75,0,0,39.3,31.12,0,690854.5,2016-05-28T15:00
39,75,0,0,39.3,31.12,0,690854.5,2016-05-28T16:00
39,75,0,0,39.3,31.12,0,690854.5,2016-05-28T17:00
37,75,0,0,39.3,31.12,0,690854.5,2016-05-28T18:00
26,75,0,0,39.3,31.12,0,690854.5,2016-05-28T19:00
23,75,0,0,39.3,31.12,0,690854.5,2016-05-28T20:00
21,75,0,0,39.3,31.12,0,690854.5,2016-05-28T21:00
20,75,0,0,18.85,18.32,0,9873.2,2016-05-28T22:00
19,75,0,0,39.3,31.12,0,690854.5,2016-05-28T23:00
18,75,0,0,39.3,31.12,0,690854.5,2016-05-29T00:00
17,75,0,0,39.3,31.12,0,690854.5,2016-05-29T01:00
16,75,0,0,39.3,31.12,0,690854.5,2016-05-29T02:00
16,75,0,0,39.3,31.12,0,690854.5,2016-05-29T03:00
16,75,0,0,39.3,31.12,0,690854.5,2016-05-29T04:00
17,75,0,0,39.3,31.12,0,690854.5,2016-05-29T05:00
19,75,0,0,39.3,31.12,0,690854.5,2016-05-29T06:00
18,75,0,0,39.3,31.12,0,690854.5,2016-05-29T07:00
21,75,0,0,39.3,31.12,0,690854.5,2016-05-29T08:00
24,75,0,0,39.3,31.12,0,690854.5,2016-05-29T09:00
26,75,0,0,39.3,31.12,0,690854.5,2016-05-29T10:00
28,75,0,0,39.3,31.12,0,690854.5,2016-05-29T11:00
29,75,0,0,39.3,31.12,0,690854.5,2016-05-29T12:00
31,75,0,0,39.3,31.12,0,690854.5,2016-05-29T13:00
36,75,0,0,39.3,31.12,0,690854.5,2016-05-29T14:00
37,75,0,0,39.3,31.12,0,690854.5,2016-05-29T15:00
33,75,0,0,39.3,31.12,0,690854.5,2016-05-29T16:00
37,75,0,0,39.3,31.12,0,690854.5,2016-05-29T17:00
34,75,0,0,39.3,31.12,0,690854.5,2016-05-29T18:00
27,75,0,0,39.3,31.12,0,690854.5,2016-05-29T19:00
26,75,0,0,39.3,31.12,0,690854.5,2016-05-29T20:00
25,75,0,0,39.3,31.12,0,690854.5,2016-05-29T21:00
23,75,0,0,39.3,31.12,0,690854.5,2016-05-29T22:00
21,75,0,0,39.3,31.12,0,690854.5,2016-05-29T23:00
20,75,0,0,39.3,31.12,0,690854.5,2016-05-30T00:00
19,75,0,0,39.3,31.12,0,690854.5,2016-05-30T01:00
18,75,0,0,39.3,31.12,0,690854.5,2016-05-30T02:00
18,75,0,0,39.3,31.12,0,690854.5,2016-05-30T03:00
18,75,0,0,39.3,31.12,0,690854.5,2016-05-30T04:00
18,75,0,0,39.3,31.12,0,690854.5,2016-05-30T05:00
21,75,0,0,39.3,31.12,0,690854.5,2016-05-30T06:00
22,75,0,0,39.3,31.12,0,690854.5,2016-05-30T07:00
24,75,0,0,39.3,31.12,0,690854.5,2016-05-30T08:00
27,75,0,0,39.3,31.12,0,690854.5,2016-05-30T09:00
28,75,0,0,39.3,31.12,0,690854.5,2016-05-30T10:00
29,75,0,0,39.3,31.12,0,690854.5,2016-05-30T11:00
30,75,0,0,39.3,31.12,0,690854.5,2016-05-30T12:00
31,75,0,0,39.3,31.12,0,690854.5,2016-05-30T13:00
33,75,0,0,39.3,31.12,0,690854.5,2016-05-30T14:00
37,75,0,0,39.3,31.12,0,690854.5,2016-05-30T15:00
37,75,0,0,39.3,31.12,0,690854.5,2016-05-30T16:00
37,75,0,0,39.3,31.12,0,690854.5,2016-05-30T17:00
35,75,0,0,39.3,31.12,0,690854.5,2016-05-30T18:00
26,75,0,0,39.3,31.12,0,690854.5,2016-05-30T19:00
24,75,0,0,39.3,31.12,0,690854.5,2016-05-30T20:00
21,75,0,0,39.3,31.12,0,690854.5,2016-05-30T21:00
20,75,0,0,39.3,31.12,0,690854.5,2016-05-30T22:00
19,75,0,0,39.3,31.12,0,690854.5,2016-05-30T23:00
18,75,0,0,39.3,31.12,0,690854.5,2016-05-31T00:00
18,75,0,0,39.3,31.12,0,690854.5,2016-05-31T01:00
17,75,0,0,39.3,31.12,5.12,690854.5,2016-05-31T02:00
18,75,0,0,39.3,31.12,5.12,690854.5,2016-05-31T03:00
17,75,0,0,19.51,19.01,0,9873.2,2016-05-31T04:00
17,75,0,0,19.43,19.02,0,9873.2,2016-05-31T05:00
18,75,0,0,19.38,19.01,0,9873.2,2016-05-31T06:00
21,75,0,0,19.37,19.03,0,9873.2,2016-05-31T07:00
22,75,0,0,19.39,19.07,0,9873.2,2016-05-31T08:00
23,75,0,0,19.41,19.1,0,9873.2,2016-05-31T09:00
25,75,0,0,19.43,19.14,0,9873.2,2016-05-31T10:00
26,75,0,0,19.48,17.42,0,9873.2,2016-05-31T11:00
26,75,0,0,19.53,19.22,0,9873.2,2016-05-31T12:00
27,75,0,0,19.58,19.25,0,9873.2,2016-05-31T13:00
33,75,0,0,39.3,31.12,5.12,690854.5,2016-05-31T14:00
38,75,0,0,39.3,31.12,5.12,690854.5,2016-05-31T15:00
39,75,0,0,39.3,31.12,5.12,690854.5,2016-05-31T16:00
40,75,0,0,39.3,31.12,5.12,690854.5,2016-05-31T17:00
38,75,0,0,39.3,31.12,5.12,690854.5,2016-05-31T18:00
26,75,0,0,39.3,31.12,5.12,690854.5,2016-05-31T19:00
23,75,0,0,39.3,31.12,5.12,690854.5,2016-05-31T20:00
21,75,0,0,39.3,31.12,5.12,690854.5,2016-05-31T21:00
20,75,0,0,39.3,31.12,5.12,690854.5,2016-05-31T22:00
20,75,0,0,39.3,31.12,5.12,690854.5,2016-05-31T23:00
18,75,0,0,20.02,19.4,0,9873.2,2016-06-01T00:00
18,75,0,0,19.96,19.4,0,9873.2,2016-06-01T01:00
17,75,0,0,19.9,19.4,0,9873.2,2016-06-01T02:00
17,75,0,0,19.83,19.4,0,9873.2,2016-06-01T03:00
17,75,0,0,19.77,19.39,0,9873.2,2016-06-01T04:00
17,75,0,0,19.69,19.38,0,9873.2,2016-06-01T05:00
19,75,0,0,19.66,19.41,0,9873.2,2016-06-01T06:00
21,75,0,0,19.66,19.41,0,9873.2,2016-06-01T07:00
24,75,0,0,39.3,31.12,5.12,690854.5,2016-06-01T08:00
26,75,0,0,39.3,31.12,5.12,690854.5,2016-06-01T09:00
26,75,0,0,39.3,31.12,5.12,690854.5,2016-06-01T10:00
26,75,0,0,39.3,31.12,5.12,690854.5,2016-06-01T11:00
29,75,0,0,39.3,31.12,5.12,690854.5,2016-06-01T12:00
29,75,0,0,39.3,31.12,5.12,690854.5,2016-06-01T13:00
28,75,0,0,39.3,31.12,5.12,690854.5,2016-06-01T14:00
27,75,0,0,39.3,31.12,5.12,690854.5,2016-06-01T15:00
27,75,0,0,39.3,31.12,5.12,690854.5,2016-06-01T16:00
26,75,0,0,39.3,31.12,0.32,690854.5,2016-06-01T17:00
24,75,0,0,39.3,31.12,0.32,690854.5,2016-06-01T18:00
22,75,0,0,39.3,31.12,0.32,690854.5,2016-06-01T19:00
16,75,0,0,39.3,31.12,0.32,690854.5,2016-06-01T20:00
14,75,0,0,39.3,31.12,0.32,690854.5,2016-06-01T21:00
16,75,0,0,39.3,31.12,0.32,690854.5,2016-06-01T22:00
16,75,0,0,39.3,31.12,0.32,690854.5,2016-06-01T23:00
16,75,0,0,39.3,31.12,0.32,690854.5,2016-06-02T00:00
17,75,0,0,39.3,31.12,0.32,690854.5,2016-06-02T01:00
16,75,0,0,39.3,31.12,0.32,690854.5,2016-06-02T02:00
17,75,0,0,39.3,31.12,0.32,690854.5,2016-06-02T03:00
16,75,0,0,39.3,31.12,0.32,690854.5,2016-06-02T04:00
17,75,0,0,39.3,31.12,0.32,690854.5,2016-06-02T05:00
17,75,0,0,39.3,31.12,0.32,690854.5,2016-06-02T06:00
19,75,0,0,39.3,31.12,0.32,690854.5,2016-06-02T07:00
18,75,0,0,39.3,31.12,0.32,690854.5,2016-06-02T08:00
21,75,0,0,39.3,31.12,0.32,690854.5,2016-06-02T09:00
22,75,0,0,39.3,31.12,0.32,690854.5,2016-06-02T10:00
24,75,0,0,39.3,31.12,0.32,690854.5,2016-06-02T11:00
24,75,0,0,39.3,31.12,0.32,690854.5,2016-06-02T12:00
26,75,0,0,39.3,31.12,0.32,690854.5,2016-06-02T13:00
28,75,0,0,39.3,31.12,0.32,690854.5,2016-06-02T14:00
35,75,0,0,39.3,31.12,0.32,690854.5,2016-06-02T15:00
39,75,0,0,39.3,31.12,0.32,690854.5,2016-06-02T16:00
26,75,0,0,39.3,31.12,0.32,690854.5,2016-06-02T17:00
26,75,0,0,39.3,31.12,0.32,690854.5,2016-06-02T18:00
22,75,0,0,39.3,31.12,0.32,690854.5,2016-06-02T19:00
21,75,0,0,39.3,31.12,0.32,690854.5,2016-06-02T20:00
20,75,0,0,39.3,31.12,0.32,690854.5,2016-06-02T21:00
20,75,0,0,39.3,31.12,0.32,690854.5,2016-06-02T22:00
19,75,0,0,39.3,31.12,0.32,690854.5,2016-06-02T23:00
17,75,0,0,39.3,31.12,0.32,690854.5,2016-06-03T00:00
14,75,0,0,39.3,31.12,0.32,690854.5,2016-06-03T01:00
15,75,0,0,20.21,19.76,0,9873.2,2016-06-03T02:00
15,75,0,0,39.3,31.12,0.32,690854.5,2016-06-03T03:00
15,75,0,0,39.3,31.12,0.32,690854.5,2016-06-03T04:00
15,75,0,0,20.05,19.7,0,9873.2,2016-06-03T05:00
17,75,0,0,39.3,31.12,0.32,690854.5,2016-06-03T06:00
17,75,0,0,39.3,31.12,0.32,690854.5,2016-06-03T07:00
18,75,0,0,39.3,31.12,0.32,690854.5,2016-06-03T08:00
20,75,0,0,39.3,31.12,0.32,690854.5,2016-06-03T09:00
21,75,0,0,39.3,31.12,0.32,690854.5,2016-06-03T10:00
22,75,0,0,39.3,31.12,0.32,690854.5,2016-06-03T11:00
23,75,0,0,39.3,31.12,0.32,690854.5,2016-06-03T12:00
25,75,0,0,39.3,31.12,0.32,690854.5,2016-06-03T13:00
30,75,0,0,39.3,31.12,0.32,690854.5,2016-06-03T14:00
34,75,0,0,39.3,31.12,0.32,690854.5,2016-06-03T15:00
29,75,0,0,39.3,31.12,0.32,690854.5,2016-06-03T16:00
29,75,0,0,39.3,31.12,0.32,690854.5,2016-06-03T17:00
31,75,0,0,39.3,31.12,0.32,690854.5,2016-06-03T18:00
22,75,0,0,39.3,31.12,0.32,690854.5,2016-06-03T19:00
21,75,0,0,39.3,31.12,0.32,690854.5,2016-06-03T20:00
19,75,0,0,39.3,31.12,0.32,690854.5,2016-06-03T21:00
18,75,0,0,39.3,31.12,0.32,690854.5,2016-06-03T22:00
18,75,0,0,39.3,31.12,0.32,690854.5,2016-06-03T23:00
17,75,0,0,39.3,31.12,0.32,690854.5,2016-06-04T00:00
16,75,0,0,39.3,31.12,0.32,690854.5,2016-06-04T01:00
16,75,0,0,39.3,31.12,0.32,690854.5,2016-06-04T02:00
15,75,0,0,39.3,31.12,0.32,690854.5,2016-06-04T03:00
14,75,0,0,39.3,31.12,0.32,690854.5,2016-06-04T04:00
15,75,0,0,39.3,31.12,0.32,690854.5,2016-06-04T05:00
17,75,0,0,39.3,31.12,0.32,690854.5,2016-06-04T06:00
18,75,0,0,39.3,31.12,0.32,690854.5,2016-06-04T07:00
20,75,0,0,39.3,31.12,0.32,690854.5,2016-06-04T08:00
22,75,0,0,39.3,31.12,0.32,690854.5,2016-06-04T09:00
24,75,0,0,39.3,31.12,0.32,690854.5,2016-06-04T10:00
23,75,0,0,39.3,31.12,0.32,690854.5,2016-06-04T11:00
25,75,0,0,39.3,31.12,0.32,690854.5,2016-06-04T12:00
26,75,0,0,39.3,31.12,0.32,690854.5,2016-06-04T13:00
33,75,0,0,39.3,31.12,0.32,690854.5,2016-06-04T14:00
30,75,0,0,39.3,31.12,0.32,690854.5,2016-06-04T15:00
25,75,0,0,39.3,31.12,0.32,690854.5,2016-06-04T16:00
23,75,0,0,39.3,31.12,0.32,690854.5,2016-06-04T17:00
22,75,0,0,20.24,20.02,0,9873.2,2016-06-04T18:00
20,75,0,0,20.26,20.02,0,9873.2,2016-06-04T19:00
19,75,0,0,20.26,20,0,9873.2,2016-06-04T20:00
18,75,0,0,20.26,20.03,0,9873.2,2016-06-04T21:00
18,75,0,0,20.21,19.99,0,9873.2,2016-06-04T22:00
17,75,0,0,20.19,19.96,0,9873.2,2016-06-04T23:00
17,75,0,0,20.16,19.96,0,9873.2,2016-06-05T00:00
17,75,0,0,20.15,19.94,0,9873.2,2016-06-05T01:00
16,75,0,0,20.07,19.9,0,9873.2,2016-06-05T02:00
15,75,0,0,20.03,19.88,0,9873.2,2016-06-05T03:00
14,75,0,0,19.98,19.85,0,9873.2,2016-06-05T04:00
16,75,0,0,19.92,19.83,0,9873.2,2016-06-05T05:00
17,75,0,0,19.87,19.84,0,9873.2,2016-06-05T06:00
18,75,0,0,19.85,19.82,0,9873.2,2016-06-05T07:00
20,75,0,0,19.87,19.84,0,9873.2,2016-06-05T08:00
21,75,0,0,19.9,19.85,0,9873.2,2016-06-05T09:00
24,75,0,0,19.93,19.87,0,9873.2,2016-06-05T10:00
26,75,0,0,19.96,19.88,0,9873.2,2016-06-05T11:00
26,75,0,0,20.01,19.92,0,9873.2,2016-06-05T12:00
28,75,0,0,20.06,19.95,0,9873.2,2016-06-05T13:00
34,75,0,0,20.09,19.98,0,9873.2,2016-06-05T14:00
37,75,0,0,20.11,20,0,9873.2,2016-06-05T15:00
34,75,0,0,20.15,20.03,0,9873.2,2016-06-05T16:00
26,75,0,0,20.18,20.05,0,9873.2,2016-06-05T17:00
25,75,0,0,20.18,20.03,0,9873.2,2016-06-05T18:00
22,75,0,0,20.2,20.07,0,9873.2,2016-06-05T19:00
21,75,0,0,20.23,20.07,0,9873.2,2016-06-05T20:00
20,75,0,0,20.23,20.04,0,9873.2,2016-06-05T21:00
19,75,0,0,20.23,20.05,0,9873.2,2016-06-05T22:00
19,75,0,0,20.23,20.06,0,9873.2,2016-06-05T23:00
18,75,0,0,20.22,20.04,0,9873.2,2016-06-06T00:00
18,75,0,0,20.2,20.02,0,9873.2,2016-06-06T01:00
18,75,0,0,20.16,20.01,0,9873.2,2016-06-06T02:00
18,75,0,0,20.16,20.01,0,9873.2,2016-06-06T03:00
17,75,0,0,20.15,20.01,0,9873.2,2016-06-06T04:00
18,75,0,0,20.12,20,0,9873.2,2016-06-06T05:00
19,75,0,0,20.1,19.95,0,9873.2,2016-06-06T06:00
20,75,0,0,20.12,19.98,0,9873.2,2016-06-06T07:00
19,75,0,0,39.3,31.12,0.32,690854.5,2016-06-06T08:00
20,75,0,0,39.3,31.12,0.32,690854.5,2016-06-06T09:00
23,75,0,0,39.3,31.12,0.32,690854.5,2016-06-06T10:00
19,75,0,0,39.3,31.12,0.32,690854.5,2016-06-06T11:00
25,75,0,0,39.3,31.12,0.32,690854.5,2016-06-06T12:00
18,75,0,0,39.3,31.12,0.32,690854.5,2016-06-06T13:00
18,75,0,0,39.3,31.12,0.32,690854.5,2016-06-06T14:00
21,75,0,0,39.3,31.12,0.32,690854.5,2016-06-06T15:00
22,75,0,0,39.3,31.12,0.32,690854.5,2016-06-06T16:00
21,75,0,0,39.3,31.12,0.32,690854.5,2016-06-06T17:00
20,75,0,0,39.3,31.12,0.32,690854.5,2016-06-06T18:00
18,75,0,0,39.3,31.12,0.32,690854.5,2016-06-06T19:00
18,75,0,0,39.3,31.12,0.32,690854.5,2016-06-06T20:00
17,75,0,0,39.3,31.12,0.32,690854.5,2016-06-06T21:00
17,75,0,0,39.3,31.12,0.32,690854.5,2016-06-06T22:00
17,75,0,0,39.3,31.12,0.32,690854.5,2016-06-06T23:00
16,75,0,0,39.3,31.12,0.32,690854.5,2016-06-07T00:00
14,75,0,0,39.3,31.12,0.32,690854.5,2016-06-07T01:00
13,76,0,0,39.3,31.12,0.32,690854.5,2016-06-07T02:00
13,76,0,0,39.3,31.12,0.32,690854.5,2016-06-07T03:00
13,76,0,0,39.3,31.12,0.32,690854.5,2016-06-07T04:00
14,75,0,0,39.3,31.12,0.32,690854.5,2016-06-07T05:00
16,75,0,0,39.3,31.12,0.32,690854.5,2016-06-07T06:00
18,75,0,0,39.3,31.12,0.32,690854.5,2016-06-07T07:00
19,75,0,0,39.3,31.12,0.32,690854.5,2016-06-07T08:00
21,75,0,0,39.3,31.12,0.32,690854.5,2016-06-07T09:00
23,75,0,0,39.3,31.12,0.32,690854.5,2016-06-07T10:00
23,75,0,0,39.3,31.12,0.32,690854.5,2016-06-07T11:00
24,75,0,0,39.3,31.12,0.32,690854.5,2016-06-07T12:00
26,75,0,0,19.98,20,0,9873.2,2016-06-07T13:00
22,75,0,0,20.03,20.02,0,9873.2,2016-06-07T14:00
22,75,0,0,20.06,20.02,0,9873.2,2016-06-07T15:00
25,75,0,0,20.08,19.99,0,9873.2,2016-06-07T16:00
24,75,0,0,20.12,20.04,0,9873.2,2016-06-07T17:00
22,75,0,0,20.13,20,0,9873.2,2016-06-07T18:00
19,75,0,0,20.14,20.02,0,9873.2,2016-06-07T19:00
19,75,0,0,20.13,20.02,0,9873.2,2016-06-07T20:00
18,75,0,0,20.14,19.99,0,9873.2,2016-06-07T21:00
17,75,0,0,20.11,19.98,0,9873.2,2016-06-07T22:00
16,75,0,0,20.07,19.96,0,9873.2,2016-06-07T23:00
14,75,0,0,19.99,19.93,0,9873.2,2016-06-08T00:00
14,75,0,0,19.92,19.89,0,9873.2,2016-06-08T01:00
14,75,0,0,19.84,19.82,0,9873.2,2016-06-08T02:00
14,75,0,0,19.77,19.82,0,9873.2,2016-06-08T03:00
13,76,0,0,19.71,19.78,0,9873.2,2016-06-08T04:00
13,76,0,0,19.66,19.75,0,9873.2,2016-06-08T05:00
14,75,0,0,19.61,19.71,0,9873.2,2016-06-08T06:00
16,75,0,0,19.58,19.71,0,9873.2,2016-06-08T07:00
18,75,0,0,19.57,19.71,0,9873.2,2016-06-08T08:00
20,75,0,0,19.58,19.75,0,9873.2,2016-06-08T09:00
21,75,0,0,19.6,19.78,0,9873.2,2016-06-08T10:00
24,75,0,0,19.65,19.78,0,9873.2,2016-06-08T11:00
25,75,0,0,19.69,19.82,0,9873.2,2016-06-08T12:00
24,75,0,0,19.75,19.83,0,9873.2,2016-06-08T13:00
31,75,0,0,19.79,19.86,0,9873.2,2016-06-08T14:00
37,75,0,0,19.82,19.85,0,9873.2,2016-06-08T15:00
35,75,0,0,19.87,19.89,0,9873.2,2016-06-08T16:00
36,75,0,0,19.9,19.89,0,9873.2,2016-06-08T17:00
33,75,0,0,19.94,19.88,0,9873.2,2016-06-08T18:00
22,75,0,0,20,19.89,0,9873.2,2016-06-08T19:00
20,75,0,0,19.99,19.89,0,9873.2,2016-06-08T20:00
18,75,0,0,19.98,19.87,0,9873.2,2016-06-08T21:00
17,75,0,0,19.97,19.84,0,9873.2,2016-06-08T22:00
16,75,0,0,19.94,19.82,0,9873.2,2016-06-08T23:00
15,75,0,0,19.87,19.8,0,9873.2,2016-06-09T00:00
14,75,0,0,19.81,19.76,0,9873.2,2016-06-09T01:00
14,75,0,0,19.74,19.73,0,9873.2,2016-06-09T02:00
14,75,0,0,19.67,19.69,0,9873.2,2016-06-09T03:00
13,76,0,0,19.61,19.65,0,9873.2,2016-06-09T04:00
14,75,0,0,19.55,19.62,0,9873.2,2016-06-09T05:00
15,75,0,0,19.49,19.62,0,9873.2,2016-06-09T06:00
18,75,0,0,19.49,19.61,0,9873.2,2016-06-09T07:00
20,75,0,0,39.3,31.12,0.32,690854.5,2016-06-09T08:00
21,75,0,0,39.3,31.12,0.32,690854.5,2016-06-09T09:00
23,75,0,0,39.3,31.12,0.32,690854.5,2016-06-09T10:00
25,75,0,0,39.3,31.12,0.32,690854.5,2016-06-09T11:00
26,75,0,0,39.3,31.12,0.32,690854.5,2016-06-09T12:00
28,75,0,0,39.3,31.12,0.32,690854.5,2016-06-09T13:00
34,75,0,0,39.3,31.12,0.32,690854.5,2016-06-09T14:00
36,75,0,0,39.3,31.12,0.32,690854.5,2016-06-09T15:00
38,75,0,0,39.3,31.12,0.32,690854.5,2016-06-09T16:00
37,75,0,0,39.3,31.12,0.32,690854.5,2016-06-09T17:00
33,75,0,0,39.3,31.12,0.32,690854.5,2016-06-09T18:00
23,75,0,0,39.3,31.12,0.32,690854.5,2016-06-09T19:00
21,75,0,0,39.3,31.12,0.32,690854.5,2016-06-09T20:00
20,75,0,0,39.3,31.12,0.32,690854.5,2016-06-09T21:00
19,75,0,0,39.3,31.12,0.32,690854.5,2016-06-09T22:00
18,75,0,0,39.3,31.12,0.32,690854.5,2016-06-09T23:00
18,75,0,0,39.3,31.12,0.32,690854.5,2016-06-10T00:00
18,75,0,0,39.3,31.12,0.32,690854.5,2016-06-10T01:00
17,75,0,0,39.3,31.12,0.32,690854.5,2016-06-10T02:00
17,75,0,0,39.3,31.12,0.32,690854.5,2016-06-10T03:00
18,75,0,0,39.3,31.12,0.32,690854.5,2016-06-10T04:00
17,75,0,0,39.3,31.12,0.32,690854.5,2016-06-10T05:00
19,75,0,0,39.3,31.12,0.32,690854.5,2016-06-10T06:00
20,75,0,0,39.3,31.12,0.32,690854.5,2016-06-10T07:00
22,75,0,0,39.3,31.12,0.32,690854.5,2016-06-10T08:00
25,75,0,0,39.3,31.12,0.32,690854.5,2016-06-10T09:00
25,75,0,0,39.3,31.12,0.32,690854.5,2016-06-10T10:00
26,75,0,0,39.3,31.12,0.32,690854.5,2016-06-10T11:00
28,75,0,0,39.3,31.12,0.32,690854.5,2016-06-10T12:00
27,75,0,0,39.3,31.12,0.32,690854.5,2016-06-10T13:00
27,75,0,0,39.3,31.12,0.32,690854.5,2016-06-10T14:00
32,75,0,0,39.3,31.12,0.32,690854.5,2016-06-10T15:00
36,75,0,0,39.3,31.12,0.32,690854.5,2016-06-10T16:00
27,75,0,0,39.3,31.12,0.32,690854.5,2016-06-10T17:00
24,75,0,0,39.3,31.12,0.32,690854.5,2016-06-10T18:00
18,75,0,0,39.3,31.12,0.32,690854.5,2016-06-10T19:00
18,75,0,0,39.3,31.12,0.32,690854.5,2016-06-10T20:00
18,75,0,0,39.3,31.12,0.32,690854.5,2016-06-10T21:00
18,75,0,0,39.3,31.12,0.32,690854.5,2016-06-10T22:00
18,75,0,0,39.3,31.12,0.32,690854.5,2016-06-10T23:00
17,75,0,0,39.3,31.12,0.32,690854.5,2016-06-11T00:00
16,75,0,0,39.3,31.12,0.32,690854.5,2016-06-11T01:00
15,75,0,0,39.3,31.12,0,690854.5,2016-06-11T02:00
15,75,0,0,39.3,31.12,0.32,690854.5,2016-06-11T03:00
15,75,0,0,39.3,31.12,0.32,690854.5,2016-06-11T04:00
16,75,0,0,39.3,31.12,0.32,690854.5,2016-06-11T05:00
17,75,0,0,39.3,31.12,0.32,690854.5,2016-06-11T06:00
18,75,0,0,39.3,31.12,0.32,690854.5,2016-06-11T07:00
20,75,0,0,39.3,31.12,0.32,690854.5,2016-06-11T08:00
21,75,0,0,39.3,31.12,0.32,690854.5,2016-06-11T09:00
24,75,0,0,39.3,31.12,0.32,690854.5,2016-06-11T10:00
26,75,0,0,39.3,31.12,0.32,690854.5,2016-06-11T11:00
27,75,0,0,39.3,31.12,0.32,690854.5,2016-06-11T12:00
29,75,0,0,39.3,31.12,0.32,690854.5,2016-06-11T13:00
29,75,0,0,39.3,31.12,0.32,690854.5,2016-06-11T14:00
35,75,0,0,39.3,31.12,0.32,690854.5,2016-06-11T15:00
28,75,0,0,18.78,15.76,5.12,684300.9,2016-06-11T16:00
34,75,0,0,18.78,15.76,5.12,684300.9,2016-06-11T17:00
30,75,0,0,18.78,15.76,5.12,684300.9,2016-06-11T18:00
25,75,0,0,18.78,15.76,5.12,684300.9,2016-06-11T19:00
24,75,0,0,18.78,15.76,5.12,684300.9,2016-06-11T20:00
23,75,0,0,18.78,15.76,5.12,684300.9,2016-06-11T21:00
23,75,0,0,18.78,15.76,5.12,684300.9,2016-06-11T21:29
23,75,0,0,18.78,15.76,5.12,684300.9,2016-06-11T22:00
22,75,0,0,18.78,15.76,5.12,684300.9,2016-06-11T23:00
21,75,0,0,18.78,15.76,5.12,684300.9,2016-06-12T00:00
21,75,0,0,18.78,15.76,5.12,684300.9,2016-06-12T01:00
19,75,0,0,18.78,15.76,5.12,684300.9,2016-06-12T02:00
20,75,0,0,18.78,15.76,5.12,684300.9,2016-06-12T03:00
20,75,0,0,18.78,15.76,5.12,684300.9,2016-06-12T04:00
19,75,0,0,39.3,31.12,5.12,684300.9,2016-06-12T05:00
20,75,0,0,39.3,31.12,5.12,684300.9,2016-06-12T06:00
22,75,0,0,39.3,31.06,3.66,684300.9,2016-06-12T07:00
25,75,0,0,39.3,31.06,3.66,684300.9,2016-06-12T08:00
26,75,0,0,39.3,31.06,3.66,684300.9,2016-06-12T09:00
26,75,0,0,39.3,31.06,3.66,684300.9,2016-06-12T10:00
22,75,0,0,39.3,31.06,3.66,684300.9,2016-06-12T11:00
18,75,0,0,39.3,31.06,3.66,684300.9,2016-06-12T12:00
20,75,0,0,39.3,31.06,3.66,684300.9,2016-06-12T13:00
24,75,0,0,39.07,31.12,3.66,684300.9,2016-06-12T14:00
24,75,0,0,39.07,31.12,3.66,684300.9,2016-06-12T15:00
22,75,0,0,39.07,31.12,3.66,684300.9,2016-06-12T16:00
25,75,0,0,39.07,31.12,3.66,684300.9,2016-06-12T17:00
25,75,0,0,39.07,31.12,3.66,684300.9,2016-06-12T18:00
21,75,0,0,39.07,31.12,3.66,684300.9,2016-06-12T19:00
20,75,0,0,39.07,31.12,3.66,684300.9,2016-06-12T20:00
19,75,0,0,39.07,31.12,3.66,684300.9,2016-06-12T21:00
19,75,0,0,39.07,31.12,3.66,684300.9,2016-06-12T22:00
19,75,0,0,39.07,31.12,3.66,684300.9,2016-06-12T23:00
16,75,0,0,39.07,31.12,3.66,684300.9,2016-06-13T00:00
17,75,0,0,39.07,31.12,5.12,684300.9,2016-06-13T01:00
17,75,0,0,38.8,31.12,3.66,684300.9,2016-06-13T02:00
16,75,0,0,38.8,31.12,3.66,684300.9,2016-06-13T03:00
16,75,0,0,38.8,31.12,3.66,684300.9,2016-06-13T04:00
16,75,0,0,38.8,31.12,3.66,684300.9,2016-06-13T05:00
18,75,0,0,38.8,31.12,3.66,684300.9,2016-06-13T06:00
19,75,0,0,38.8,31.12,3.66,684300.9,2016-06-13T07:00
19,75,0,0,38.8,31.12,3.66,684300.9,2016-06-13T08:00
21,75,0,0,38.8,31.12,3.66,684300.9,2016-06-13T09:00
22,75,0,0,38.8,31.12,3.66,684300.9,2016-06-13T10:00
24,75,0,0,38.8,31.12,3.66,684300.9,2016-06-13T11:00
24,75,0,0,38.8,31.12,5.12,684300.9,2016-06-13T12:00
23,75,0,0,38.8,31.12,5.12,684300.9,2016-06-13T13:00
24,75,0,0,38.8,31.12,5.12,684300.9,2016-06-13T14:00
25,75,0,0,38.8,31.12,5.12,684300.9,2016-06-13T15:00
23,75,0,0,39.3,31.12,5.13,684300.9,2016-06-13T16:00
23,75,0,0,39.3,31.12,5.13,684300.9,2016-06-13T17:00
22,75,0,0,39.3,31.12,5.13,684300.9,2016-06-13T18:00
21,75,0,0,39.3,31.12,5.13,684300.9,2016-06-13T19:00
